               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.026429,           0.0064166,           0.0039122,             0.99756,                   1,               0.995,             0.76377,            0.018252,            0.003309,           0.0029472,           0.0043197,           0.0043197,           0.0043197
                 321,            0.025601,           0.0071475,           0.0041421,             0.99731,                   1,               0.995,             0.76374,            0.020384,           0.0033952,            0.002955,           0.0042969,           0.0042969,           0.0042969
                 322,            0.024003,           0.0060528,           0.0047156,             0.99731,                   1,               0.995,             0.79857,            0.017506,           0.0032505,             0.00297,           0.0042742,           0.0042742,           0.0042742
                 323,            0.022133,           0.0063259,           0.0047611,              0.9969,                   1,               0.995,             0.79862,            0.017241,           0.0032691,           0.0029791,           0.0042515,           0.0042515,           0.0042515
                 324,            0.021161,           0.0055815,           0.0038492,             0.99738,                   1,               0.995,             0.79969,            0.017775,           0.0033012,           0.0029688,            0.004229,            0.004229,            0.004229
                 325,            0.023666,           0.0062176,           0.0038551,             0.99773,                   1,               0.995,             0.78555,            0.018055,           0.0032947,           0.0029403,           0.0042065,           0.0042065,           0.0042065
                 326,            0.026858,           0.0054348,           0.0051578,             0.99841,                   1,               0.995,             0.77801,              0.0201,            0.003411,           0.0029221,            0.004184,            0.004184,            0.004184
                 327,            0.025459,           0.0059146,           0.0036459,             0.99861,                   1,               0.995,             0.78516,              0.0199,           0.0034432,           0.0029117,           0.0041617,           0.0041617,           0.0041617
                 328,            0.024895,            0.006841,           0.0045377,             0.99882,                   1,               0.995,             0.79299,            0.018054,           0.0033718,           0.0029093,           0.0041394,           0.0041394,           0.0041394
                 329,            0.022469,           0.0055703,           0.0037451,             0.99861,                   1,               0.995,             0.79071,            0.017801,           0.0033787,           0.0029083,           0.0041172,           0.0041172,           0.0041172
                 330,            0.024639,           0.0060117,           0.0034798,             0.99859,                   1,               0.995,             0.76535,            0.018183,           0.0033947,           0.0028838,            0.004095,            0.004095,            0.004095
                 331,            0.025385,           0.0054915,           0.0035027,             0.99861,             0.99995,               0.995,             0.77511,            0.021294,             0.00349,           0.0029042,            0.004073,            0.004073,            0.004073
                 332,            0.032117,           0.0054201,           0.0050077,             0.99866,                   1,               0.995,             0.74656,            0.020723,           0.0035014,           0.0029077,            0.004051,            0.004051,            0.004051
                 333,             0.02701,           0.0066947,           0.0034675,             0.99881,             0.99998,               0.995,             0.77963,            0.019204,           0.0034546,           0.0029534,           0.0040291,           0.0040291,           0.0040291
                 334,            0.023976,           0.0063976,           0.0043918,             0.99905,                   1,               0.995,              0.8025,            0.017634,            0.003387,           0.0029676,           0.0040073,           0.0040073,           0.0040073
                 335,            0.023371,           0.0069724,           0.0043997,             0.99924,                   1,               0.995,              0.8137,            0.017536,           0.0033655,           0.0029609,           0.0039855,           0.0039855,           0.0039855
                 336,            0.023724,           0.0063835,           0.0045337,             0.99905,                   1,               0.995,             0.78523,            0.017103,           0.0033325,           0.0029323,           0.0039638,           0.0039638,           0.0039638
                 337,            0.022531,           0.0060825,           0.0040034,             0.99934,                   1,               0.995,             0.81192,            0.016575,            0.003254,           0.0029099,           0.0039422,           0.0039422,           0.0039422
                 338,            0.020588,           0.0069264,           0.0036373,             0.99904,                   1,               0.995,             0.80759,            0.015517,           0.0031645,            0.002872,           0.0039207,           0.0039207,           0.0039207
                 339,            0.023006,           0.0059504,           0.0041154,             0.99876,                   1,               0.995,             0.77368,            0.017949,           0.0032066,           0.0028293,           0.0038993,           0.0038993,           0.0038993
                 340,            0.022617,           0.0060349,           0.0037906,               0.999,             0.99997,               0.995,             0.80946,            0.016349,           0.0031289,           0.0027947,            0.003878,            0.003878,            0.003878
                 341,            0.024326,           0.0054843,           0.0057875,             0.99921,                   1,               0.995,             0.79109,            0.017498,           0.0031512,           0.0027908,           0.0038567,           0.0038567,           0.0038567
                 342,            0.021398,           0.0060037,           0.0032415,             0.99918,                   1,               0.995,             0.81912,            0.015225,           0.0030767,           0.0027672,           0.0038355,           0.0038355,           0.0038355
                 343,            0.022101,           0.0066224,           0.0054739,             0.99859,                   1,               0.995,             0.75909,            0.017825,           0.0031544,           0.0027627,           0.0038144,           0.0038144,           0.0038144
                 344,            0.023477,           0.0057012,            0.003851,             0.99857,                   1,               0.995,             0.80101,            0.016097,           0.0031298,           0.0027424,           0.0037934,           0.0037934,           0.0037934
                 345,            0.022825,           0.0061165,           0.0062528,             0.99888,                   1,               0.995,             0.77224,            0.017567,           0.0031715,           0.0027322,           0.0037725,           0.0037725,           0.0037725
                 346,            0.021614,           0.0061344,           0.0044611,             0.99906,                   1,               0.995,             0.78707,            0.015819,           0.0031192,           0.0027131,           0.0037517,           0.0037517,           0.0037517
                 347,            0.022052,           0.0061107,           0.0083479,             0.99947,                   1,               0.995,             0.81474,            0.015867,           0.0030885,           0.0026958,           0.0037309,           0.0037309,           0.0037309
                 348,            0.022751,           0.0055969,           0.0035121,             0.99987,                   1,               0.995,             0.77889,             0.01761,           0.0031571,           0.0026563,           0.0037103,           0.0037103,           0.0037103
                 349,            0.024922,           0.0070443,           0.0053632,             0.99944,                   1,               0.995,             0.78499,            0.017311,           0.0031198,           0.0026488,           0.0036897,           0.0036897,           0.0036897
                 350,            0.023743,           0.0056147,           0.0048522,             0.99948,                   1,               0.995,              0.7609,            0.017325,           0.0031581,            0.002631,           0.0036692,           0.0036692,           0.0036692
                 351,            0.023722,           0.0064727,           0.0051999,             0.99913,                   1,               0.995,             0.80249,             0.01574,           0.0030781,            0.002635,           0.0036489,           0.0036489,           0.0036489
                 352,            0.020041,           0.0056482,           0.0044544,             0.99905,                   1,               0.995,             0.81638,            0.015671,           0.0030841,            0.002614,           0.0036286,           0.0036286,           0.0036286
                 353,            0.023056,           0.0074941,           0.0043094,             0.99893,                   1,               0.995,             0.81393,            0.015886,           0.0030799,           0.0025942,           0.0036084,           0.0036084,           0.0036084
                 354,             0.02275,           0.0061657,           0.0069365,             0.99893,                   1,               0.995,              0.7998,            0.016068,           0.0030659,           0.0025643,           0.0035883,           0.0035883,           0.0035883
                 355,            0.021308,           0.0055488,           0.0035705,             0.99923,                   1,               0.995,             0.80356,            0.016551,           0.0031098,           0.0025392,           0.0035683,           0.0035683,           0.0035683
                 356,            0.020922,           0.0056622,            0.003762,             0.99929,                   1,               0.995,             0.79859,            0.015127,           0.0030308,           0.0025094,           0.0035484,           0.0035484,           0.0035484
                 357,            0.024064,           0.0069521,           0.0031353,             0.99965,                   1,               0.995,             0.75185,            0.018842,           0.0031854,           0.0024977,           0.0035286,           0.0035286,           0.0035286
                 358,            0.022955,           0.0060665,            0.003908,             0.99961,                   1,               0.995,             0.79353,            0.016134,           0.0030707,           0.0024684,           0.0035088,           0.0035088,           0.0035088
                 359,            0.022682,           0.0063961,             0.00331,             0.99971,                   1,               0.995,             0.81201,            0.016358,           0.0030943,             0.00247,           0.0034892,           0.0034892,           0.0034892
                 360,            0.023121,           0.0055798,           0.0071042,             0.99961,                   1,               0.995,             0.77701,             0.01709,           0.0031308,            0.002466,           0.0034697,           0.0034697,           0.0034697
                 361,            0.023901,           0.0053107,           0.0037071,             0.99943,                   1,               0.995,             0.79292,            0.016437,           0.0030973,            0.002494,           0.0034503,           0.0034503,           0.0034503
                 362,            0.024517,           0.0070266,           0.0032643,             0.99935,                   1,               0.995,             0.78151,            0.017347,           0.0031334,           0.0024898,            0.003431,            0.003431,            0.003431
                 363,            0.024141,           0.0061031,           0.0036733,             0.99932,                   1,               0.995,             0.82135,            0.015368,           0.0030914,           0.0025189,           0.0034118,           0.0034118,           0.0034118
                 364,            0.023402,           0.0056391,           0.0032024,             0.99937,                   1,               0.995,              0.8159,            0.016544,           0.0031379,           0.0025214,           0.0033927,           0.0033927,           0.0033927
                 365,            0.022033,           0.0068813,           0.0033103,             0.99941,                   1,               0.995,             0.82001,            0.015666,           0.0031133,           0.0025381,           0.0033737,           0.0033737,           0.0033737
                 366,            0.020711,           0.0057392,           0.0033628,             0.99927,                   1,               0.995,             0.82925,            0.015368,           0.0030481,           0.0025303,           0.0033548,           0.0033548,           0.0033548
                 367,            0.018582,            0.005495,           0.0034511,             0.99949,                   1,               0.995,             0.84686,            0.014393,           0.0029916,           0.0025257,            0.003336,            0.003336,            0.003336
                 368,            0.019767,           0.0056857,           0.0028447,             0.99966,                   1,               0.995,             0.80915,            0.015577,           0.0030374,           0.0025127,           0.0033173,           0.0033173,           0.0033173
                 369,            0.021329,           0.0065069,           0.0046362,             0.99946,                   1,               0.995,             0.83424,            0.014949,           0.0029932,           0.0024884,           0.0032987,           0.0032987,           0.0032987
                 370,            0.019953,           0.0061114,           0.0031885,             0.99926,                   1,               0.995,             0.82353,            0.015018,           0.0030076,           0.0024733,           0.0032802,           0.0032802,           0.0032802
                 371,            0.020459,           0.0060423,           0.0051513,             0.99905,                   1,               0.995,             0.83965,            0.014926,           0.0030022,           0.0024546,           0.0032618,           0.0032618,           0.0032618
                 372,            0.021057,           0.0067526,           0.0035864,             0.99895,                   1,               0.995,             0.83898,            0.015528,           0.0030458,           0.0024395,           0.0032435,           0.0032435,           0.0032435
                 373,            0.023342,           0.0050714,           0.0028393,             0.99875,             0.99997,               0.995,             0.81658,            0.017171,           0.0031885,            0.002417,           0.0032254,           0.0032254,           0.0032254
                 374,            0.022601,           0.0060632,            0.003681,             0.99865,                   1,               0.995,             0.80817,            0.016799,           0.0031196,           0.0024139,           0.0032073,           0.0032073,           0.0032073
                 375,            0.021526,           0.0050136,           0.0029365,             0.99839,                   1,               0.995,             0.80135,            0.015935,           0.0030645,           0.0024151,           0.0031894,           0.0031894,           0.0031894
                 376,            0.018756,           0.0049771,           0.0028484,             0.99817,             0.99998,               0.995,             0.82161,            0.015678,           0.0030631,           0.0024136,           0.0031716,           0.0031716,           0.0031716
                 377,            0.020392,           0.0055309,           0.0037816,              0.9979,                   1,               0.995,              0.8126,            0.015692,           0.0030552,            0.002414,           0.0031539,           0.0031539,           0.0031539
                 378,            0.020215,            0.005198,           0.0028959,             0.99794,                   1,               0.995,             0.81577,            0.014657,           0.0030353,           0.0024074,           0.0031363,           0.0031363,           0.0031363
                 379,            0.021155,           0.0055046,           0.0041086,             0.99769,                   1,               0.995,             0.77896,             0.01709,             0.00313,           0.0024189,           0.0031188,           0.0031188,           0.0031188
                 380,            0.021601,           0.0058525,            0.004163,             0.99757,                   1,               0.995,             0.81776,             0.01515,           0.0030932,           0.0024355,           0.0031014,           0.0031014,           0.0031014
                 381,            0.019366,           0.0045733,           0.0031656,             0.99781,                   1,               0.995,              0.8105,            0.015748,           0.0030933,           0.0024522,           0.0030841,           0.0030841,           0.0030841
                 382,            0.018467,           0.0058731,            0.003323,             0.99797,                   1,               0.995,             0.82506,            0.014577,           0.0030392,           0.0024539,            0.003067,            0.003067,            0.003067
                 383,            0.020394,           0.0059385,           0.0030168,              0.9981,                   1,               0.995,             0.82584,            0.014832,           0.0030317,           0.0024386,           0.0030499,           0.0030499,           0.0030499
                 384,            0.021525,           0.0065035,           0.0033596,             0.99834,             0.99995,               0.995,             0.78514,            0.017183,           0.0031218,           0.0024398,            0.003033,            0.003033,            0.003033
                 385,            0.019682,           0.0052361,           0.0030203,             0.99841,                   1,               0.995,             0.83114,            0.014779,           0.0030427,           0.0024233,           0.0030162,           0.0030162,           0.0030162
                 386,            0.022171,           0.0055228,           0.0042696,             0.99847,                   1,               0.995,             0.82649,            0.015216,           0.0030611,           0.0024243,           0.0029996,           0.0029996,           0.0029996
                 387,            0.020069,           0.0055939,           0.0032335,             0.99863,                   1,               0.995,             0.83622,            0.014474,           0.0030262,           0.0024097,            0.002983,            0.002983,            0.002983
                 388,            0.019002,           0.0052566,           0.0054712,             0.99855,                   1,               0.995,             0.79582,            0.015802,           0.0030261,           0.0023956,           0.0029666,           0.0029666,           0.0029666
                 389,            0.019305,           0.0052017,           0.0028349,             0.99862,                   1,               0.995,             0.83357,            0.014791,           0.0029666,           0.0023696,           0.0029502,           0.0029502,           0.0029502
                 390,            0.019784,           0.0059889,           0.0040691,             0.99872,                   1,               0.995,             0.80694,            0.015374,           0.0029815,           0.0023419,            0.002934,            0.002934,            0.002934
                 391,            0.018206,           0.0056321,           0.0041771,              0.9988,                   1,               0.995,             0.84807,            0.014937,           0.0029621,           0.0023122,           0.0029179,           0.0029179,           0.0029179
                 392,            0.018179,           0.0058821,           0.0036565,             0.99884,                   1,               0.995,             0.82569,            0.014865,           0.0029392,           0.0022955,            0.002902,            0.002902,            0.002902
                 393,            0.018717,           0.0055195,           0.0039345,             0.99885,                   1,               0.995,             0.83286,            0.015528,           0.0029669,           0.0022734,           0.0028862,           0.0028862,           0.0028862
                 394,            0.018646,           0.0057152,           0.0057432,             0.99894,                   1,               0.995,             0.83232,            0.014627,            0.002926,           0.0022549,           0.0028704,           0.0028704,           0.0028704
                 395,            0.018262,           0.0050749,           0.0030023,             0.99942,                   1,               0.995,             0.83131,            0.015031,           0.0029288,           0.0022301,           0.0028548,           0.0028548,           0.0028548
                 396,            0.018282,           0.0056098,           0.0032135,             0.99963,                   1,               0.995,             0.83486,            0.014584,           0.0029201,           0.0022135,           0.0028394,           0.0028394,           0.0028394
                 397,            0.019322,           0.0049986,           0.0033958,             0.99989,                   1,               0.995,             0.83519,            0.014391,           0.0029224,            0.002204,            0.002824,            0.002824,            0.002824
                 398,            0.016903,           0.0053011,           0.0025645,             0.99991,                   1,               0.995,             0.83651,            0.014254,           0.0029511,           0.0021896,           0.0028088,           0.0028088,           0.0028088
                 399,            0.017302,           0.0053013,           0.0037659,             0.99973,                   1,               0.995,             0.84934,            0.013713,           0.0029279,           0.0021747,           0.0027937,           0.0027937,           0.0027937
                 400,            0.019554,           0.0061459,           0.0047445,             0.99956,                   1,               0.995,             0.83637,             0.01496,           0.0029657,           0.0021603,           0.0027788,           0.0027788,           0.0027788
                 401,            0.019168,           0.0055025,           0.0037946,             0.99944,                   1,               0.995,             0.80092,            0.015211,           0.0029843,           0.0021486,           0.0027639,           0.0027639,           0.0027639
                 402,            0.020772,           0.0054704,           0.0043878,             0.99917,                   1,               0.995,             0.80723,            0.015035,           0.0029924,            0.002146,           0.0027492,           0.0027492,           0.0027492
                 403,            0.019757,           0.0054805,           0.0024551,             0.99906,                   1,               0.995,             0.82376,            0.014188,           0.0029411,           0.0021395,           0.0027346,           0.0027346,           0.0027346
                 404,            0.017197,           0.0058122,            0.002998,             0.99891,                   1,               0.995,             0.83311,            0.013731,           0.0029306,           0.0021361,           0.0027202,           0.0027202,           0.0027202
                 405,            0.020918,           0.0057741,           0.0035628,              0.9987,                   1,               0.995,             0.78353,            0.016025,           0.0030153,           0.0021186,           0.0027059,           0.0027059,           0.0027059
                 406,            0.020085,           0.0053193,           0.0033478,             0.99862,                   1,               0.995,             0.82772,            0.014112,           0.0029151,           0.0021177,           0.0026917,           0.0026917,           0.0026917
                 407,            0.018878,           0.0059495,           0.0043696,             0.99845,                   1,               0.995,             0.80178,             0.01526,           0.0030053,           0.0021103,           0.0026776,           0.0026776,           0.0026776
                 408,            0.018998,           0.0052283,           0.0032964,              0.9984,                   1,               0.995,             0.82599,             0.01411,           0.0029274,           0.0021114,           0.0026637,           0.0026637,           0.0026637
                 409,            0.016971,           0.0049587,           0.0026184,             0.99865,             0.99995,               0.995,             0.84331,            0.013712,           0.0029087,           0.0021038,           0.0026499,           0.0026499,           0.0026499
                 410,            0.017731,           0.0054045,           0.0027457,              0.9988,             0.99995,               0.995,             0.85335,            0.013525,           0.0028786,           0.0020987,           0.0026362,           0.0026362,           0.0026362
                 411,            0.018475,           0.0061402,           0.0040042,             0.99875,                   1,               0.995,             0.83219,            0.013886,           0.0028614,           0.0020891,           0.0026227,           0.0026227,           0.0026227
                 412,            0.019305,             0.00559,           0.0038728,              0.9986,                   1,               0.995,             0.82267,            0.013715,           0.0028695,            0.002085,           0.0026093,           0.0026093,           0.0026093
                 413,            0.018298,           0.0051653,           0.0049605,             0.99843,                   1,               0.995,             0.83057,            0.014511,           0.0029065,           0.0020804,            0.002596,            0.002596,            0.002596
                 414,            0.017162,           0.0059834,           0.0044425,             0.99848,                   1,               0.995,             0.83116,            0.013916,           0.0028439,           0.0020692,           0.0025829,           0.0025829,           0.0025829
                 415,            0.018507,           0.0050337,           0.0027173,             0.99851,                   1,               0.995,             0.83287,            0.013512,           0.0028346,            0.002058,           0.0025699,           0.0025699,           0.0025699
                 416,            0.018387,              0.0064,           0.0028378,             0.99862,                   1,               0.995,              0.8276,            0.013579,           0.0028492,           0.0020501,            0.002557,            0.002557,            0.002557
                 417,            0.020572,           0.0067675,           0.0048664,             0.99874,                   1,               0.995,             0.83157,            0.014175,           0.0028651,           0.0020402,           0.0025443,           0.0025443,           0.0025443
                 418,            0.019617,           0.0057368,           0.0029572,             0.99904,                   1,               0.995,             0.83125,            0.014506,           0.0029133,           0.0020374,           0.0025317,           0.0025317,           0.0025317
                 419,            0.021318,           0.0056063,           0.0036048,             0.99922,                   1,               0.995,             0.85103,            0.014173,           0.0029055,           0.0020327,           0.0025193,           0.0025193,           0.0025193
                 420,            0.018714,           0.0050021,           0.0025302,             0.99949,                   1,               0.995,             0.84079,            0.014007,           0.0028675,            0.002033,            0.002507,            0.002507,            0.002507
                 421,            0.018479,           0.0048055,           0.0031579,             0.99948,                   1,               0.995,             0.83919,            0.013765,           0.0028686,           0.0020208,           0.0024948,           0.0024948,           0.0024948
                 422,            0.018805,           0.0059967,           0.0041793,             0.99917,                   1,               0.995,             0.84859,            0.013528,           0.0028561,           0.0020215,           0.0024827,           0.0024827,           0.0024827
                 423,            0.018978,           0.0048073,           0.0026934,             0.99897,                   1,               0.995,             0.82472,            0.014337,           0.0028799,           0.0020156,           0.0024708,           0.0024708,           0.0024708
                 424,            0.018556,           0.0054502,           0.0026426,             0.99879,                   1,               0.995,             0.83263,            0.013472,           0.0028313,           0.0020208,           0.0024591,           0.0024591,           0.0024591
                 425,            0.017564,           0.0057224,           0.0033968,             0.99862,                   1,               0.995,              0.8314,            0.014384,           0.0028983,           0.0020159,           0.0024475,           0.0024475,           0.0024475
                 426,            0.017161,           0.0052618,           0.0033541,             0.99853,                   1,               0.995,             0.85113,             0.01448,           0.0029102,            0.002011,            0.002436,            0.002436,            0.002436
                 427,            0.017796,           0.0051799,           0.0027608,             0.99843,                   1,               0.995,             0.83058,            0.014111,           0.0028589,           0.0020127,           0.0024246,           0.0024246,           0.0024246
                 428,            0.018175,           0.0059455,           0.0026292,             0.99856,                   1,               0.995,              0.8314,            0.014837,           0.0028721,           0.0020034,           0.0024134,           0.0024134,           0.0024134
                 429,            0.019303,           0.0059948,           0.0039334,             0.99863,                   1,               0.995,             0.82468,            0.014222,           0.0028576,           0.0019973,           0.0024024,           0.0024024,           0.0024024
                 430,            0.018087,           0.0048002,           0.0027091,             0.99869,                   1,               0.995,             0.85615,            0.014143,           0.0028216,           0.0019897,           0.0023915,           0.0023915,           0.0023915
                 431,            0.018216,           0.0059109,           0.0034109,             0.99871,                   1,               0.995,             0.83965,             0.01382,           0.0028211,           0.0019862,           0.0023807,           0.0023807,           0.0023807
                 432,            0.020264,           0.0052112,           0.0036692,             0.99865,                   1,               0.995,             0.84446,            0.015414,           0.0028806,           0.0019816,           0.0023701,           0.0023701,           0.0023701
                 433,            0.019892,           0.0054587,           0.0024789,             0.99863,                   1,               0.995,             0.82783,            0.014193,           0.0028132,           0.0019815,           0.0023596,           0.0023596,           0.0023596
                 434,            0.019123,           0.0054375,           0.0024063,             0.99879,                   1,               0.995,             0.85146,            0.014166,           0.0028124,           0.0019757,           0.0023492,           0.0023492,           0.0023492
                 435,            0.017603,           0.0057506,           0.0057819,             0.99886,                   1,               0.995,             0.85098,            0.013863,           0.0027683,           0.0019722,            0.002339,            0.002339,            0.002339
                 436,            0.018354,           0.0054237,           0.0027104,             0.99902,                   1,               0.995,             0.82968,            0.013937,           0.0027745,           0.0019657,            0.002329,            0.002329,            0.002329
                 437,            0.018503,           0.0052178,           0.0042591,             0.99916,                   1,               0.995,             0.83726,            0.013988,           0.0027722,           0.0019657,           0.0023191,           0.0023191,           0.0023191
                 438,            0.018251,           0.0058534,           0.0038245,             0.99926,                   1,               0.995,             0.83772,            0.013673,            0.002759,           0.0019606,           0.0023093,           0.0023093,           0.0023093
                 439,            0.017728,           0.0051361,           0.0028142,             0.99941,                   1,               0.995,             0.84004,            0.013676,           0.0027622,           0.0019597,           0.0022997,           0.0022997,           0.0022997
                 440,            0.019272,           0.0060382,           0.0034731,             0.99953,                   1,               0.995,             0.85469,            0.014194,           0.0027568,           0.0019537,           0.0022902,           0.0022902,           0.0022902
                 441,            0.019983,           0.0057837,           0.0031129,             0.99955,                   1,               0.995,             0.83057,            0.014248,           0.0027753,           0.0019527,           0.0022809,           0.0022809,           0.0022809
                 442,            0.021588,           0.0056756,           0.0028211,             0.99968,                   1,               0.995,             0.85311,            0.014606,           0.0027808,           0.0019501,           0.0022717,           0.0022717,           0.0022717
                 443,            0.020107,           0.0059605,           0.0039957,             0.99962,                   1,               0.995,              0.8539,            0.014099,            0.002759,           0.0019591,           0.0022627,           0.0022627,           0.0022627
                 444,            0.022203,           0.0053205,           0.0032281,             0.99971,                   1,               0.995,              0.8444,            0.013931,           0.0027536,           0.0019639,           0.0022538,           0.0022538,           0.0022538
                 445,            0.020346,           0.0061702,           0.0041391,             0.99966,                   1,               0.995,             0.84276,            0.013309,           0.0027152,            0.001971,           0.0022451,           0.0022451,           0.0022451
                 446,            0.017002,           0.0048479,           0.0030082,             0.99971,                   1,               0.995,             0.86416,            0.013105,           0.0027022,           0.0019679,           0.0022365,           0.0022365,           0.0022365
                 447,            0.019841,           0.0058575,            0.002466,             0.99974,                   1,               0.995,             0.81008,            0.015509,           0.0028377,           0.0019687,            0.002228,            0.002228,            0.002228
                 448,            0.018627,           0.0053044,           0.0041998,             0.99969,                   1,               0.995,             0.84662,            0.013818,            0.002742,           0.0019618,           0.0022197,           0.0022197,           0.0022197
                 449,            0.018646,           0.0056368,           0.0053345,             0.99972,                   1,               0.995,              0.8407,            0.013721,           0.0027322,            0.001962,           0.0022116,           0.0022116,           0.0022116
                 450,            0.017518,           0.0047455,           0.0027494,             0.99969,                   1,               0.995,             0.83719,            0.013471,           0.0027469,           0.0019619,           0.0022036,           0.0022036,           0.0022036
                 451,            0.016819,            0.006587,           0.0044521,              0.9997,                   1,               0.995,              0.8372,            0.014268,           0.0027595,           0.0019578,           0.0021958,           0.0021958,           0.0021958
                 452,            0.018153,            0.005409,           0.0073278,             0.99974,                   1,               0.995,             0.83304,            0.013806,           0.0027288,           0.0019574,           0.0021881,           0.0021881,           0.0021881
                 453,            0.018038,            0.005431,           0.0029989,             0.99978,                   1,               0.995,             0.83326,             0.01323,            0.002715,           0.0019469,           0.0021805,           0.0021805,           0.0021805
                 454,              0.0165,           0.0050228,           0.0027098,             0.99974,                   1,               0.995,             0.83117,            0.013433,            0.002736,           0.0019392,           0.0021732,           0.0021732,           0.0021732
                 455,            0.017099,           0.0053013,           0.0025228,             0.99969,                   1,               0.995,             0.84125,            0.013132,           0.0027248,           0.0019276,           0.0021659,           0.0021659,           0.0021659
                 456,            0.018406,           0.0057213,           0.0024667,             0.99969,                   1,               0.995,              0.8347,            0.013426,           0.0027294,           0.0019095,           0.0021588,           0.0021588,           0.0021588
                 457,            0.017882,           0.0054004,           0.0023454,             0.99957,                   1,               0.995,              0.8228,            0.013831,           0.0027728,           0.0018988,           0.0021519,           0.0021519,           0.0021519
                 458,             0.01816,            0.005094,           0.0024042,             0.99961,                   1,               0.995,             0.82958,            0.013763,           0.0027602,           0.0018866,           0.0021451,           0.0021451,           0.0021451
                 459,            0.018012,           0.0046486,           0.0022004,             0.99963,                   1,               0.995,              0.8387,            0.013166,           0.0027235,           0.0018769,           0.0021385,           0.0021385,           0.0021385
                 460,            0.018557,           0.0055249,            0.005384,             0.99978,                   1,               0.995,             0.84426,            0.013233,           0.0027255,           0.0018629,            0.002132,            0.002132,            0.002132
                 461,            0.017804,           0.0055864,           0.0025006,             0.99979,                   1,               0.995,              0.8259,             0.01346,           0.0027726,           0.0018545,           0.0021257,           0.0021257,           0.0021257
                 462,             0.01866,           0.0059031,           0.0028807,              0.9999,                   1,               0.995,             0.84492,            0.013624,           0.0027851,           0.0018431,           0.0021195,           0.0021195,           0.0021195
                 463,            0.018978,           0.0060587,           0.0043994,             0.99997,                   1,               0.995,             0.83651,            0.013149,           0.0027544,           0.0018399,           0.0021135,           0.0021135,           0.0021135
                 464,            0.017397,            0.004705,           0.0025412,             0.99989,                   1,               0.995,             0.84888,            0.013213,           0.0027487,           0.0018297,           0.0021076,           0.0021076,           0.0021076
                 465,            0.019928,           0.0050148,           0.0020957,             0.99983,                   1,               0.995,             0.79601,            0.015042,           0.0028495,           0.0018304,           0.0021019,           0.0021019,           0.0021019
                 466,            0.020293,           0.0058817,           0.0021517,             0.99976,                   1,               0.995,              0.8374,            0.013484,           0.0027572,            0.001826,           0.0020963,           0.0020963,           0.0020963
                 467,             0.01751,           0.0045284,           0.0023684,             0.99982,                   1,               0.995,             0.83295,            0.012844,           0.0027263,           0.0018279,           0.0020909,           0.0020909,           0.0020909
                 468,            0.016829,           0.0051738,           0.0029482,             0.99973,                   1,               0.995,             0.84742,            0.013078,           0.0027276,            0.001827,           0.0020857,           0.0020857,           0.0020857
                 469,            0.015619,           0.0050846,           0.0024362,             0.99964,                   1,               0.995,             0.86571,            0.012372,           0.0026822,           0.0018268,           0.0020806,           0.0020806,           0.0020806
                 470,            0.016201,           0.0057681,             0.00223,             0.99955,                   1,               0.995,             0.84924,            0.012746,           0.0026822,           0.0018254,           0.0020756,           0.0020756,           0.0020756
                 471,              0.0157,            0.004841,           0.0022189,             0.99956,                   1,               0.995,             0.85013,            0.013092,           0.0026624,           0.0018148,           0.0020709,           0.0020709,           0.0020709
                 472,            0.018215,           0.0050598,           0.0044385,             0.99957,                   1,               0.995,             0.84787,            0.013179,           0.0026712,           0.0018108,           0.0020662,           0.0020662,           0.0020662
                 473,            0.016904,           0.0058614,           0.0026983,             0.99949,                   1,               0.995,             0.83813,            0.013327,           0.0026763,           0.0018039,           0.0020617,           0.0020617,           0.0020617
                 474,            0.018405,           0.0050947,           0.0022937,             0.99952,                   1,               0.995,             0.82358,            0.013918,           0.0027035,           0.0018012,           0.0020574,           0.0020574,           0.0020574
                 475,            0.017413,           0.0061237,           0.0026078,             0.99948,                   1,               0.995,             0.82759,            0.013278,           0.0026936,           0.0017943,           0.0020533,           0.0020533,           0.0020533
                 476,            0.017374,           0.0058066,           0.0023484,              0.9995,                   1,               0.995,             0.83893,            0.013298,           0.0026922,           0.0017901,           0.0020492,           0.0020492,           0.0020492
                 477,            0.017014,           0.0051776,           0.0036048,              0.9995,                   1,               0.995,             0.84066,            0.013245,           0.0026642,           0.0017861,           0.0020454,           0.0020454,           0.0020454
                 478,            0.019022,           0.0055859,           0.0022286,             0.99956,                   1,               0.995,             0.83796,            0.013601,           0.0026656,           0.0017837,           0.0020417,           0.0020417,           0.0020417
                 479,            0.018919,           0.0054154,           0.0051776,              0.9997,                   1,               0.995,             0.85959,            0.013138,           0.0026513,           0.0017817,           0.0020382,           0.0020382,           0.0020382
                 480,            0.016377,            0.005086,            0.002676,             0.99978,                   1,               0.995,             0.85914,            0.012171,           0.0025884,           0.0017838,           0.0020348,           0.0020348,           0.0020348
                 481,            0.015552,           0.0049157,           0.0023499,             0.99988,                   1,               0.995,             0.86176,            0.012404,           0.0025892,           0.0017801,           0.0020315,           0.0020315,           0.0020315
